organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;7
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;19
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;4
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;6
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-06;2022;8;2022;31;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;14
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;4
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;4
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-07;2022;8;2022;31;1
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;60
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;204
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;2
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;28
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;28
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;39
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;41
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;180
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;53
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;2
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;21
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-08;2022;8;2022;32;7
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;28
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;104
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;12
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;15
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;21
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;18
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;84
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;23
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;6
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-09;2022;8;2022;32;7
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;24
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;95
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;10
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;8
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;13
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;15
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;57
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;31
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;7
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-10;2022;8;2022;32;2
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;23
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;86
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;2
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;8
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;21
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;17
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;73
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;22
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;3
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-11;2022;8;2022;32;10
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;9
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;48
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;3
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;2
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;3
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;6
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;24
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;11
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;2
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;3
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-12;2022;8;2022;32;3
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;13
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;1
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;3
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;2
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-13;2022;8;2022;32;2
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;23
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;5
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;3
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-14;2022;8;2022;32;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;51
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;234
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;4
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;19
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;21
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;31
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;49
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;181
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;69
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;6
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;17
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;1
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-15;2022;8;2022;33;12
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;24
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;123
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;10
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;22
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;12
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;19
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;100
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;39
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;11
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-16;2022;8;2022;33;4
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;26
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;95
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;13
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;13
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;11
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;12
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;69
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;22
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;7
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-17;2022;8;2022;33;3
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;17
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;108
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;5
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;15
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;8
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;15
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;20
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;57
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;25
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;9
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-18;2022;8;2022;33;4
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;10
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;60
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;6
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;3
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;7
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;10
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;33
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;13
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;1
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-19;2022;8;2022;33;1
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;25
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;1
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;3
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;2
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-20;2022;8;2022;33;0
