organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-21;2022;7;2022;29;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-21;2022;7;2022;29;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-21;2022;7;2022;29;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-21;2022;7;2022;29;6
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;11
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;87
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;4
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;5
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;6
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;16
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;51
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;8
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;5
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-22;2022;7;2022;29;2
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;23
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;5
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;3
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-23;2022;7;2022;29;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;3
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;17
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;1
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;8
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;3
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-24;2022;7;2022;29;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;80
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;4
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;257
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;32
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;25
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;43
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;54
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;236
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;82
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;2
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;15
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;7
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-25;2022;7;2022;30;18
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;38
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;187
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;3
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;9
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;13
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;28
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;31
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;133
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;31
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;2
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;11
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-26;2022;7;2022;30;7
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;23
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;90
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;2
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;15
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;15
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;11
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;13
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;87
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;17
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;8
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-27;2022;7;2022;30;6
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;30
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;113
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;9
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;11
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;5
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;24
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;68
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;29
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;10
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-28;2022;7;2022;30;4
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;14
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;70
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;3
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;4
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;5
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;14
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;29
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;14
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;5
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-29;2022;7;2022;30;2
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;19
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;3
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;2
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-30;2022;7;2022;30;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;2
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;22
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;1
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;3
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;4
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-07-31;2022;7;2022;30;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;61
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;229
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;2
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;23
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;24
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;37
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;43
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;189
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;88
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;2
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;22
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-01;2022;8;2022;31;14
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;25
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;144
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;16
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;12
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;16
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;30
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;88
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;33
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;9
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-02;2022;8;2022;31;4
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;20
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;97
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;2
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;15
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;9
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;9
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;10
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;49
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;23
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;6
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-03;2022;8;2022;31;2
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;25
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;111
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;2
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;16
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;10
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;13
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;14
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;62
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;23
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;11
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2022-08-04;2022;8;2022;31;4
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;7
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;62
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;5
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;3
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;3
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;6
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;37
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;19
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;2
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2022-08-05;2022;8;2022;31;1
